items_number
200
stocks_number
1
digit
2
items
639.94	639	94	593.7	593	70	2
569.79	569	79	560.92	560	92	5
560.65	560	65	537.23	537	23	1
889.47	889	47	791.31	791	31	4
868.6	868	60	960.39	960	39	1
534.78	534	78	604.98	604	98	1
892.73	892	73	925.66	925	66	4
820.2	820	20	858.5	858	50	1
950.57	950	57	955.94	955	94	1
581.82	581	82	493.53	493	53	2
1000.51	1000	51	1050.31	1050	31	4
857.22	857	22	766.32	766	32	3
922.04	922	4	891.62	891	62	3
848.65	848	65	754.87	754	87	2
644.68	644	68	610.55	610	55	4
746.94	746	94	796.22	796	22	5
551.83	551	83	473.32	473	32	5
848.37	848	37	789.69	789	69	3
748.3	748	30	757.91	757	91	3
922.66	922	66	862.11	862	11	2
585.53	585	53	680.96	680	96	1
874.05	874	5	936.32	936	32	1
748.7	748	70	766.6	766	60	1
678.32	678	32	684.82	684	82	4
694.06	694	6	766.8	766	80	4
807.68	807	68	736.66	736	66	1
539.14	539	14	513.04	513	4	1
968.05	968	5	927.7	927	70	2
659.06	659	6	569.39	569	39	3
967.84	967	84	972.62	972	62	5
904.95	904	95	948.23	948	23	2
798.01	798	1	762.09	762	9	4
782.64	782	64	878.52	878	52	5
964.12	964	12	885.46	885	46	4
933	933	0	850.37	850	37	4
649.24	649	24	736.91	736	91	2
744.91	744	91	785.44	785	44	4
570.74	570	74	620.03	620	3	5
715.96	715	96	690.39	690	39	4
694	694	0	639.37	639	37	2
899.08	899	8	912.53	912	53	3
961.47	961	47	1036.68	1036	68	2
797.74	797	74	702.68	702	68	4
820.12	820	12	852.16	852	16	1
808.65	808	65	839.55	839	55	4
941.43	941	43	912.21	912	21	3
565.59	565	59	547.37	547	37	5
859.48	859	48	913.84	913	84	3
788.32	788	32	801.9	801	90	2
559.41	559	41	650.26	650	26	4
780.67	780	67	874.95	874	95	4
619.37	619	37	576.84	576	84	3
934.98	934	98	986.56	986	56	4
774.37	774	37	736.53	736	53	2
798.7	798	70	861.66	861	66	3
874.05	874	5	847.36	847	36	4
581.57	581	57	522.2	522	20	2
583.84	583	84	670.67	670	67	5
842.1	842	10	824.04	824	4	3
740.64	740	64	642.58	642	58	2
549.68	549	68	540.3	540	30	4
745.57	745	57	671.27	671	27	4
784.17	784	17	700.65	700	65	5
577.84	577	84	513.79	513	79	5
956.69	956	69	1054.72	1054	72	3
963.17	963	17	896.02	896	2	1
726.08	726	8	800.7	800	70	3
699.12	699	12	737.14	737	14	1
533.43	533	43	567.03	567	3	5
687.56	687	56	635.1	635	10	1
639.13	639	13	672.5	672	50	4
932.52	932	52	1029.53	1029	53	4
648.56	648	56	570.77	570	77	3
936.87	936	87	974.17	974	17	3
751.16	751	16	779.66	779	66	1
956.21	956	21	1009.3	1009	30	1
876.3	876	30	936.37	936	37	2
563.27	563	27	623.03	623	3	5
561.21	561	21	517.14	517	14	5
910.15	910	15	832.25	832	25	3
622.2	622	20	622.27	622	27	5
587.88	587	88	487.07	487	7	3
776.52	776	52	755.07	755	7	2
802.19	802	19	704.8	704	80	4
862.78	862	78	774.6	774	60	1
573.22	573	22	665.72	665	72	1
676.24	676	24	651.14	651	14	2
943.35	943	35	896.77	896	77	3
656.58	656	58	734.38	734	38	5
517.86	517	86	575.17	575	17	1
929.99	929	99	884.35	884	35	4
953.27	953	27	872.65	872	65	1
508.43	508	43	542.43	542	43	5
959.16	959	16	881.99	881	99	5
529.11	529	11	434.44	434	44	5
964.64	964	64	995.13	995	13	2
921.86	921	86	876.02	876	2	2
502.72	502	72	581.15	581	15	5
663.77	663	77	581.25	581	25	4
954.29	954	29	1043.02	1043	2	3
689.28	689	28	615.22	615	22	5
802.9	802	90	803.72	803	72	5
631.33	631	33	666.54	666	54	2
837.36	837	36	936.96	936	96	2
738.77	738	77	677.88	677	88	2
629.02	629	2	592.21	592	21	2
539.57	539	57	541.24	541	24	4
860.6	860	60	909.24	909	24	5
692.81	692	81	765.21	765	21	4
600.31	600	31	658.35	658	35	3
516.75	516	75	587.46	587	46	4
560.02	560	2	533.45	533	45	3
687.71	687	71	745.42	745	42	3
792.27	792	27	741.53	741	53	1
609.21	609	21	584.25	584	25	3
795.49	795	49	865.99	865	99	3
611.5	611	50	551.23	551	23	1
531.97	531	97	581.38	581	38	2
984.85	984	85	1058.76	1058	76	5
513.6	513	60	581.58	581	58	3
548.83	548	83	505.53	505	53	2
658.36	658	36	737.09	737	9	5
966.87	966	87	1003.23	1003	23	3
803.26	803	26	894.93	894	93	1
616.05	616	5	516.09	516	9	2
742.51	742	51	785.67	785	67	4
767.9	767	90	738.07	738	7	4
784.91	784	91	690.08	690	8	3
744.75	744	75	765.81	765	81	3
930.19	930	19	919.31	919	31	5
737.2	737	20	782.07	782	7	1
679.55	679	55	677.01	677	1	3
978.09	978	9	1069.03	1069	3	4
615.06	615	6	595.6	595	60	2
763.92	763	92	759.96	759	96	1
962.39	962	39	1042.89	1042	89	2
744.08	744	8	737.78	737	78	5
802.01	802	1	850.18	850	18	5
568.99	568	99	596.11	596	11	3
936.89	936	89	901.99	901	99	3
648.32	648	32	654.52	654	52	2
584.74	584	74	532.54	532	54	1
742.91	742	91	780.42	780	42	1
581.56	581	56	494.91	494	91	4
622.53	622	53	619.05	619	5	3
851.64	851	64	763.67	763	67	5
877.05	877	5	911.9	911	90	2
733.55	733	55	720.26	720	26	1
882.61	882	61	895.03	895	3	1
860.42	860	42	817.64	817	64	3
746.16	746	16	700.83	700	83	3
676.44	676	44	746.53	746	53	3
518.31	518	31	604.71	604	71	5
959.55	959	55	1051.07	1051	7	5
980.22	980	22	1041.47	1041	47	5
634.36	634	36	671.79	671	79	1
700.06	700	6	684.73	684	73	5
746.65	746	65	677.51	677	51	4
664.27	664	27	707.84	707	84	3
690.33	690	33	594.52	594	52	5
922.84	922	84	893.79	893	79	5
648.99	648	99	635.88	635	88	3
615.89	615	89	567.5	567	50	2
899.46	899	46	810.79	810	79	5
763.57	763	57	830.48	830	48	1
878.81	878	81	877.44	877	44	4
607.85	607	85	648.68	648	68	1
506.65	506	65	465.25	465	25	1
926.82	926	82	872.61	872	61	3
675.84	675	84	593.76	593	76	3
688.07	688	7	663.24	663	24	5
573.67	573	67	575.13	575	13	2
759.1	759	10	725.29	725	29	5
676.98	676	98	588.65	588	65	2
655.23	655	23	671.05	671	5	5
627.15	627	15	690.33	690	33	3
527.15	527	15	603.3	603	30	2
531.8	531	80	631.92	631	92	3
860.71	860	71	960.58	960	58	3
655.76	655	76	643.31	643	31	2
637.75	637	75	543.55	543	55	1
852.39	852	39	805.4	805	40	5
832.73	832	73	739.83	739	83	1
655.06	655	6	747.26	747	26	2
810.94	810	94	905.46	905	46	1
