items_number
200
stocks_number
1
digit
18
items
702	702	1109235407	702	702	1109235407	4
840	840	116966909	840	840	116966909	1
871	871	694911736	871	871	694911736	2
778	778	1411052506	778	778	1411052506	5
726	726	1091755421	726	726	1091755421	4
852	852	1486310237	852	852	1486310237	1
826	826	1048347011	826	826	1048347011	1
863	863	1461112995	863	863	1461112995	1
618	618	486285787	618	618	486285787	3
652	652	1166208185	652	652	1166208185	3
982	982	665524203	982	982	665524203	4
702	702	170121239	702	702	170121239	2
711	711	943249591	711	711	943249591	5
588	588	1796894009	588	588	1796894009	3
546	546	908555520	546	546	908555520	3
810	810	789810859	810	810	789810859	4
820	820	822068155	820	820	822068155	4
505	505	68090715	505	505	68090715	3
658	658	489433623	658	658	489433623	2
510	510	1535191339	510	510	1535191339	5
500	500	352670463	500	500	352670463	3
652	652	19602732	652	652	19602732	4
619	619	277043857	619	619	277043857	5
748	748	758407838	748	748	758407838	3
606	606	1582468614	606	606	1582468614	5
971	971	225917076	971	971	225917076	1
780	780	1489957475	780	780	1489957475	4
847	847	1630777504	847	847	1630777504	5
713	713	251742852	713	713	251742852	4
615	615	450988630	615	615	450988630	5
662	662	2020432451	662	662	2020432451	1
915	915	1360978260	915	915	1360978260	2
701	701	567955539	701	701	567955539	2
532	532	567860539	532	532	567860539	4
940	940	624547118	940	940	624547118	1
673	673	1659710960	673	673	1659710960	1
631	631	2054170777	631	631	2054170777	4
765	765	1672894129	765	765	1672894129	4
536	536	973340308	536	536	973340308	3
996	996	392972916	996	996	392972916	3
663	663	691618666	663	663	691618666	1
764	764	1638864511	764	764	1638864511	1
944	944	563094155	944	944	563094155	5
620	620	1634868258	620	620	1634868258	2
852	852	1288274872	852	852	1288274872	1
991	991	1471649676	991	991	1471649676	4
676	676	277195469	676	676	277195469	1
918	918	2110343028	918	918	2110343028	4
742	742	1539740391	742	742	1539740391	2
835	835	766629092	835	835	766629092	2
928	928	1498050719	928	928	1498050719	3
742	742	1892410854	742	742	1892410854	1
733	733	786231824	733	733	786231824	2
546	546	1775094576	546	546	1775094576	4
736	736	503335045	736	736	503335045	3
839	839	221216790	839	839	221216790	1
763	763	2001011652	763	763	2001011652	4
515	515	1993292520	515	515	1993292520	3
685	685	1851994294	685	685	1851994294	3
976	976	105270856	976	976	105270856	2
877	877	296797503	877	877	296797503	4
847	847	1724943097	847	847	1724943097	5
637	637	1466249116	637	637	1466249116	5
825	825	864753042	825	825	864753042	5
626	626	145319989	626	626	145319989	3
576	576	2090796235	576	576	2090796235	3
998	998	376980355	998	998	376980355	5
503	503	52007118	503	503	52007118	3
587	587	1616206716	587	587	1616206716	1
533	533	1350320663	533	533	1350320663	2
745	745	444980034	745	745	444980034	1
997	997	160341735	997	997	160341735	1
543	543	841701526	543	543	841701526	5
689	689	1008074189	689	689	1008074189	5
616	616	1795209993	616	616	1795209993	3
641	641	2129976399	641	641	2129976399	5
926	926	332240217	926	926	332240217	3
792	792	2072405462	792	792	2072405462	5
559	559	2092835779	559	559	2092835779	5
667	667	1871980609	667	667	1871980609	1
873	873	691550906	873	873	691550906	3
733	733	1443402850	733	733	1443402850	2
910	910	1616907815	910	910	1616907815	1
605	605	1477782731	605	605	1477782731	4
780	780	1071013778	780	780	1071013778	3
892	892	2120242860	892	892	2120242860	5
944	944	1698999521	944	944	1698999521	1
789	789	924541782	789	789	924541782	1
654	654	1966051733	654	654	1966051733	2
876	876	1403510168	876	876	1403510168	3
511	511	1029812638	511	511	1029812638	5
530	530	115365588	530	530	115365588	2
969	969	980969617	969	969	980969617	4
648	648	348578107	648	648	348578107	4
855	855	980118630	855	855	980118630	2
841	841	1126289606	841	841	1126289606	1
971	971	291890694	971	971	291890694	1
599	599	1357098985	599	599	1357098985	3
590	590	1178296724	590	590	1178296724	4
804	804	1908097410	804	804	1908097410	3
879	879	559936000	879	879	559936000	5
582	582	1623276758	582	582	1623276758	1
800	800	2068439145	800	800	2068439145	4
923	923	1401637527	923	923	1401637527	1
771	771	483867300	771	771	483867300	5
916	916	1716165490	916	916	1716165490	3
563	563	1384130278	563	563	1384130278	2
696	696	816107517	696	696	816107517	4
954	954	1641087304	954	954	1641087304	2
869	869	1329482409	869	869	1329482409	1
609	609	540604478	609	609	540604478	2
827	827	185154563	827	827	185154563	4
602	602	625401611	602	602	625401611	4
765	765	10028646	765	765	10028646	4
932	932	1662937294	932	932	1662937294	4
882	882	1696415389	882	882	1696415389	1
657	657	2130271506	657	657	2130271506	4
622	622	1214453167	622	622	1214453167	4
917	917	473473523	917	917	473473523	2
811	811	1948839591	811	811	1948839591	2
744	744	470479687	744	744	470479687	4
928	928	1503286161	928	928	1503286161	1
587	587	2064205179	587	587	2064205179	4
959	959	1451449305	959	959	1451449305	2
575	575	1851864268	575	575	1851864268	1
943	943	896840162	943	943	896840162	2
800	800	430255263	800	800	430255263	5
792	792	2143754962	792	792	2143754962	4
541	541	106455499	541	541	106455499	4
636	636	1608551988	636	636	1608551988	5
595	595	1904368725	595	595	1904368725	1
666	666	666391500	666	666	666391500	5
718	718	1084345098	718	718	1084345098	5
641	641	1825324222	641	641	1825324222	1
588	588	2068029027	588	588	2068029027	5
735	735	1568212398	735	735	1568212398	1
803	803	1394006065	803	803	1394006065	3
652	652	1304675657	652	652	1304675657	1
677	677	236836268	677	677	236836268	1
757	757	887609721	757	757	887609721	1
520	520	486674418	520	520	486674418	1
787	787	777440746	787	787	777440746	2
583	583	1072764284	583	583	1072764284	4
869	869	1112076029	869	869	1112076029	5
551	551	787469392	551	551	787469392	1
761	761	588217930	761	761	588217930	4
997	997	661007770	997	997	661007770	2
955	955	770257251	955	955	770257251	1
629	629	1802671098	629	629	1802671098	5
914	914	1134481293	914	914	1134481293	3
765	765	571613194	765	765	571613194	4
873	873	125667137	873	873	125667137	5
841	841	490283806	841	841	490283806	5
599	599	488334726	599	599	488334726	2
578	578	1577116442	578	578	1577116442	3
663	663	194664427	663	663	194664427	3
541	541	1385174888	541	541	1385174888	5
878	878	2007371706	878	878	2007371706	2
955	955	190935741	955	955	190935741	1
829	829	1491630387	829	829	1491630387	4
760	760	1468440046	760	760	1468440046	1
797	797	2095304466	797	797	2095304466	1
995	995	10538239	995	995	10538239	3
979	979	405301496	979	979	405301496	2
938	938	1773145041	938	938	1773145041	4
830	830	2078567266	830	830	2078567266	3
960	960	1973513895	960	960	1973513895	2
741	741	1019667458	741	741	1019667458	1
728	728	1235759275	728	728	1235759275	5
637	637	62866515	637	637	62866515	3
998	998	1907277179	998	998	1907277179	2
995	995	1722433693	995	995	1722433693	1
670	670	840307261	670	670	840307261	1
827	827	832557816	827	827	832557816	2
864	864	687026074	864	864	687026074	2
721	721	1627776654	721	721	1627776654	1
834	834	1420775746	834	834	1420775746	3
860	860	1348033844	860	860	1348033844	3
923	923	250550257	923	923	250550257	3
964	964	1075963196	964	964	1075963196	2
773	773	335031489	773	773	335031489	3
687	687	822163451	687	687	822163451	2
582	582	1201630334	582	582	1201630334	1
861	861	825315296	861	861	825315296	4
786	786	1310498177	786	786	1310498177	5
660	660	631263128	660	660	631263128	3
523	523	1019979723	523	523	1019979723	1
573	573	548189417	573	573	548189417	5
784	784	491151186	784	784	491151186	2
724	724	1210915464	724	724	1210915464	1
648	648	2039819805	648	648	2039819805	3
